px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
-63.3836     -62.4393     57.8718     106.247     0.189473     -31.1529     -34.1209     46.4523     0.013499     -0.00732235     -2.24912     2.24917     -0.00983944     -0.0089438     5.69597     5.69599
35.1344     -89.6993     -622.283     629.714     20.14     1.06234     -727.129     727.424     -0.0113109     0.00324728     0.305274     0.305501     -0.0037987     0.00656604     -29.2676     29.2679
0.808014     -34.6893     -130.233     134.862     115.038     7.76687     -224.942     252.816     -0.0117635     0.00112448     3.51266     3.51268     0.00231816     -0.00128642     -1.4556     1.45561
-49.3724     56.3873     181.81     196.711     -48.8063     2.35171     13.8318     51.0092     -0.00855575     -0.0227616     -0.0772258     0.161353     -0.00109522     -0.00557804     -0.31719     0.317241
-114.445     45.2968     259.582     287.325     12.1754     -8.41945     103.374     104.538     -0.0106301     0.00978478     0.119486     0.120356     0.0112799     0.00233887     -0.00891822     0.0145685
71.6943     -1.70797     -108.769     130.371     25.8627     -31.5497     12.0063     42.7955     0.0107207     0.0120878     -0.0515118     0.0539863     0.00316143     -0.00186016     -0.000207648     0.00367396
13.9653     -5.17688     312.528     312.92     -69.298     -99.3925     525.883     539.682     0.000309607     -0.0165686     1.06615     1.17667     0.00369164     0.00187686     0.0455606     0.0457484
5.67434     6.58552     54.5798     55.4758     -42.6219     104.448     16.6495     114.133     0.0244927     0.0021054     7.57811     7.57815     -0.000274045     0.0213413     -40.68     40.68
35.1964     29.1549     0.194932     45.9551     -69.4925     65.0613     -13.6543     96.2895     -0.0138182     -0.0230966     -211.49     211.49     0.00663878     -0.0200644     -119.542     119.542
13.241     74.0025     311.278     320.264     31.8476     17.3102     22.9649     43.178     -0.0127543     -0.0254727     -0.0227108     0.0364323     -0.024111     0.0102646     -35.1666     35.1666
-50.456     -33.6259     98.5734     115.829     37.1513     -66.8751     224.795     237.504     0.0167532     0.0132445     -0.283431     0.284234     0.0124416     -0.00180854     -1.25982     1.25988
44.8069     33.6893     124.395     136.528     -47.7758     78.1125     136.701     164.604     0.0278222     0.00808021     1181.09     1181.09     0.0054279     0.0225118     -3.85137     3.85144
-44.9173     -91.2848     22.2042     104.243     41.9773     -17.7293     3.78724     45.9761     -0.00741687     0.0450177     -572.482     572.482     0.00732871     -0.00243941     2.20461     2.20463
31.8161     22.4083     -20.431     44.2138     53.1318     -98.0393     -85.5951     140.656     -0.0223091     0.0141327     -94.57     94.57     0.00430778     -0.00264162     4.86759     4.86759
