px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
-490.745     -197.018     -60.1275     532.245     -618.489     -270.899     -219.297     709.95     -481.642     -211.002     -170.932     552.918     -488.832     -196.245     -60.2885     530.192
680.021     -191.397     -817.509     1080.47     448.44     -233.598     -558.277     753.235     653.835     -184.112     -786.159     1038.96     452.365     -235.096     -562.819     759.387
-948.022     602.902     688.998     1317.94     -64.4827     43.6883     90.8927     119.797     -949.818     603.71     690.01     1320.13     -63.4986     43.4106     90.094     118.463
92.5883     1026.08     247.525     1059.58     -2.9276     189.738     98.4534     213.834     91.9933     1030.72     249.493     1064.46     -2.35653     184.609     95.8501     208.022
-406.042     40.195     125.567     426.938     -797.195     112.217     72.5683     808.332     -406.12     39.6336     125.782     426.996     -797.054     111.484     72.9288     808.11
180.675     -149.035     71.1891     244.838     738.576     -637.648     39.904     976.578     111.75     -91.2214     41.6883     150.158     698.092     -602.953     39.8944     923.297
-566.557     -295.046     172.583     661.7     -550.353     -189.901     244.244     631.371     -551.874     -189.502     244.226     632.552     -566.171     -293.968     172.417     660.829
-319.417     -141.457     -334.803     483.894     -746.646     -441.678     -613.266     1062.39     -742.225     -438.521     -609.367     1055.71     -324.2     -144.125     -338.79     490.567
181.526     -1171.18     -926.397     1504.28     -15.7751     -37.2421     -26.5199     48.6022     180.981     -1169.28     -926.907     1503.04     -15.5189     -38.1754     -26.1264     48.7933
975.845     524.039     265.039     1138.93     80.1982     61.4353     -9.58213     101.592     977.498     523.716     265.397     1140.27     79.7795     60.9506     -9.59094     100.855
-99.0508     -54.596     -9.44746     113.596     -1081.37     -176.871     -192.14     1112.47     -99.6204     -54.6051     -9.30886     113.985     -1082.25     -176.54     -192.811     1113.38
-265.766     -358.355     -115.561     460.898     -346.419     -683.565     -303.263     824.172     -265.38     -358.44     -115.32     460.657     -346.37     -684.367     -303.402     824.853
446.095     -910.792     935.762     1379.93     60.8809     -193.578     255.845     326.586     445.243     -912.009     936.303     1380.82     60.5389     -193.412     255.395     326.037
839.46     -282.369     118.706     893.611     310.678     -99.07     -31.6924     327.663     837.601     -281.312     119.37     891.606     311.904     -99.0525     -31.5502     328.772
84.6077     124.094     -37.6504     154.914     460.907     965.689     21.8117     1070.28     85.4471     124.542     -38.4431     155.852     460.34     965.13     20.3439     1069.49
52.3989     97.7224     64.4201     128.329     791.796     772.867     421.01     1183.86     24.735     46.0255     29.9824     60.2421     575.587     563.469     308.581     862.566
1.22804     -2.74732     -3.5665     6.69446     1180.83     246.886     123.946     1212.72     -1.0512     -4.32396     -2.3631     5.03844     1182.89     247.592     124.058     1214.88
-808.895     819.332     -510.14     1259.32     -36.7615     36.1799     -55.1968     75.6975     -35.5512     35.5374     -54.78     74.3481     -810.606     820.239     -513.537     1262.38
593.99     -40.9438     341.785     686.542     620.943     -3.67001     222.898     659.766     593.083     -40.2615     341.189     685.404     536.918     -3.3721     192.897     570.527
584.302     726.435     -841.427     1255.84     130.723     262.799     -306.4     424.33     495.467     614.332     -714.013     1064.29     132.767     265.105     -309.298     428.454
-866.543     -313.387     -938.081     1314.96     -300.33     -35.3092     -331.83     448.976     -863.84     -312.838     -935.62     1311.29     -285.436     -33.9497     -315.614     426.894
-145.472     323.393     238.316     427.274     -512.667     682.754     523.466     1001.51     -143.358     319.408     235.074     421.703     -500.491     669.144     512.324     980.164
-984.377     -282.658     -236.3     1051.07     -179.808     -15.6     -2.49285     180.565     -983.608     -282.141     -235.549     1050.03     -84.059     -7.23579     -1.70306     84.3871
419.097     -565.141     -418.813     818.813     274.85     -436.791     -196.922     552.385     418.845     -566.513     -419.708     820.075     273.597     -434.102     -195.941     549.266
661.505     771.639     -76.2017     1019.24     158.492     103.385     -16.565     190.015     161.157     105.615     -17.7493     193.497     660.588     770.866     -74.8928     1017.95
5.34485     234.567     57.0179     241.505     112.979     974.532     491.69     1097.39     5.27297     232.867     56.4949     239.68     60.7223     541.936     270.902     608.908
717.856     643.295     -974.36     1370.6     219.584     131.44     -321.336     410.821     714.983     640.959     -972.991     1367.02     222.232     133.853     -325.786     416.462
425.228     -70.3253     -256.57     501.613     789.751     -1.26831     -602.724     993.483     791.94     -1.80268     -604.065     996.025     403.369     -66.6228     -243.377     475.791
-365.667     344.753     388.286     635.103     -521.609     493.267     377.367     811.059     -523.905     494.148     380.016     814.292     -363.249     342.23     386.325     631.124
267.458     899.363     46.2028     939.439     21.4628     269.27     49.1627     274.603     22.1958     271.997     49.4877     277.352     231.677     779.117     40.631     813.848
-6.5843     -127.778     1.63537     128.048     -356.577     -1027.05     206.807     1106.7     -6.04332     -125.653     1.73333     125.81     -337.672     -978.926     196.844     1054.07
-339.464     -387.426     43.2208     516.939     -376.677     -596.605     155.845     722.589     -377.977     -599.137     155.655     725.301     -338.411     -387.372     42.6289     516.135
-862.218     -546.664     785.687     1288.25     -176.391     -52.7513     122.349     221.108     -184.719     -56.3854     127.793     231.584     -857.099     -542.477     780.397     1279.81
-452.681     -102.699     -395.65     609.941     -705.377     -260.58     -485.589     895.141     -148.376     -33.9998     -131.43     201.11     -373.476     -137.516     -260.623     475.73
-7.02567     -223.42     -198.742     299.145     -169.297     -979.199     -605.908     1163.89     -6.10253     -218.032     -194.657     292.346     -167.995     -982.452     -611.274     1169.23
496.789     65.2465     -237.27     554.416     709.32     50.044     -501.527     870.168     494.409     64.4777     -235.783     551.536     712.535     49.0116     -503.048     873.594
-91.3986     1098.91     -526.915     1222.14     -1.70933     110.219     -12.6449     111.059     -1.76789     111.223     -12.6256     111.951     -91.5947     1097.77     -527.038     1221.17
205.864     -206.509     -18.3452     292.208     524.572     -770.666     80.9431     935.776     524.85     -770.003     81.2035     935.396     206.201     -206.414     -18.1089     292.324
963.099     263.513     -838.319     1303.76     225.994     3.51686     -168.176     281.765     961.943     263.692     -838.221     1302.87     216.925     3.38136     -161.517     270.473
148.873     867.285     518.586     1021.42     93.4522     310.628     270.066     422.116     93.2929     310.22     269.526     421.408     149.267     868.567     519.063     1022.8
51.6309     390.876     250.166     466.964     152.21     798.186     321.489     873.869     51.142     392.613     250.843     468.703     151.204     796.925     320.508     872.169
-237.339     -570.685     -672.508     913.401     -112.987     -578.336     -683.834     902.713     -112.816     -578.094     -683.287     902.11     -237.097     -571.372     -673.147     914.226
637.108     -822.588     -185.692     1056.91     73.6624     -165.96     -61.3529     191.719     637.994     -821.658     -186.281     1056.82     74.9279     -167.287     -62.237     193.579
-885.171     -104.566     443.88     995.749     -327.021     25.9707     120.474     349.506     -303.647     23.5502     111.563     324.35     -690.653     -81.3802     346.745     777.082
144.535     -967.695     -612.668     1154.43     64.7996     -233.292     -90.9669     258.693     128.081     -859.621     -544.576     1025.63     65.0721     -231.988     -90.9864     257.548
7.65624     -275.192     265.472     382.476     -202.558     -915.295     899.487     1299.19     5.84613     -238.118     229.21     330.563     -202.577     -918.231     902.067     1303.04
-649.138     760.575     1333.91     1667.09     -94.1454     193.524     256.487     334.848     -646.49     756.802     1328.19     1659.75     -78.3814     158.611     209.722     274.38
169.217     -259.54     -139.145     339.676     574.708     -695.025     -208.273     925.608     170.989     -261.811     -139.474     342.396     573.044     -692.07     -207.728     922.221
-379.865     28.0574     -199.137     429.841     -793.723     241.393     -419.174     929.515     -381.091     28.276     -200.247     431.426     -791.135     240.356     -416.831     925.966
127.541     -209.063     -136.907     280.608     578.696     -772.341     -290.163     1007.78     449.757     -601.438     -223.817     783.647     125.895     -206.539     -135.525     277.263
191.487     -208.352     -84.6801     295.418     591.848     -703.234     -514.99     1053.59     596.369     -707.429     -516.884     1059.85     188.068     -203.865     -82.4505     289.359
-151.625     558.19     -529.059     783.896     -277.163     575.051     -507.222     815.352     -150.105     553.956     -524.659     777.603     -276.202     573.66     -505.939     813.232
2.52076     12.0806     -2.93424     13.5627     893.413     791.298     -1224.9     1710.18     1.4991     12.5191     -2.3381     12.8235     893.482     790.781     -1226.67     1711.24
-227.193     55.5539     102.298     255.325     -872.563     449.608     549.28     1124.83     -227.487     55.6623     102.899     255.806     -874.435     450.527     549.133     1126.57
-98.9062     508.528     -402.291     655.93     -246.655     648.625     -438.724     821.008     -97.9921     504.843     -398.793     650.772     -246.82     648.245     -439.718     821.276
-73.5499     -23.4408     -55.9431     95.4553     -1068.81     -403.391     -303.408     1182.01     -75.3802     -24.093     -55.6325     96.7348     -1066.51     -402.016     -300.012     1178.59
